person_id_random,birthday,gender,signup_date,fb_friend_count,current_home_years,current_home_months,living_situation,current_job_years,current_job_months,education,how_much_paid,how_often_paid,referral_source,outstanding_loan,use_mobile_wallet_how_often,relationship_status,is_employed
1670455912,11/25/87,M,5/30/15 11:38,249,3,6,pay_rent,3,10,high_school,19500,monthly,facebook,yes,daily,married,yes
7389317375,5/11/84,M,5/31/15 5:13,312,2,0,pay_rent,2,0,college,50000,monthly,friend,yes,few_times_a_week,married,yes
6851045436,9/22/90,F,5/31/15 10:59,2636,0,6,own_home,0,6,college,38000,monthly,facebook,yes,few_times_a_week,long-term,yes
3449728273,10/8/71,M,5/31/15 13:06,2749,3,0,with_family,5+,0,high_school,15000,monthly,google_play_store,yes,few_times_a_week,married,yes
6386601342,7/21/76,M,6/1/15 1:46,853,5+,0,pay_rent,5+,0,college,30000,monthly,facebook,no,daily,married,yes
4002692992,6/4/89,F,6/1/15 2:40,474,2,0,with_family,,,college,0,daily,friend,yes,few_times_a_week,long-term,no
2257223953,6/26/92,M,6/1/15 9:44,353,1,6,pay_rent,,,high_school,6000,monthly,facebook,yes,few_times_a_week,married,no
1975138991,3/8/81,M,6/1/15 13:44,238,5+,0,own_home,,,college,12000,weekly,google_play_store,no,few_times_a_week,married,no
4974853726,4/23/83,M,6/1/15 22:49,360,4,0,pay_rent,4,0,college,24000,monthly,friend,no,few_times_a_week,married,yes
7035285544,11/18/76,F,6/2/15 3:33,96,5+,0,pay_rent,4,0,college,35000,monthly,facebook,no,few_times_a_week,married,yes
7073326976,6/14/83,M,6/2/15 5:51,25,5+,0,pay_rent,,,primary,20000,monthly,friend,yes,daily,married,no
7425803316,5/4/80,M,6/2/15 8:01,315,2,0,own_home,,,college,15000,monthly,facebook,no,few_times_a_week,married,no
7959578837,9/20/89,F,6/2/15 8:23,712,4,0,pay_rent,,,college,20000,monthly,facebook,yes,few_times_a_week,single,no
5517830861,8/3/72,M,6/2/15 9:14,60,4,5,pay_rent,,,high_school,1500,daily,facebook,no,few_times_a_week,married,no
9164049071,8/2/85,F,6/2/15 13:10,729,4,0,pay_rent,5+,0,college,25000,monthly,facebook,yes,few_times_a_week,single,yes
4336726880,1/24/80,M,6/3/15 0:45,666,5+,0,with_family,,,college,0,monthly,facebook,yes,few_times_a_week,single,no
1892120669,1/23/75,M,6/3/15 9:01,753,5+,5,pay_rent,5+,6,college,40000,monthly,twitter,no,few_times_a_week,married,yes
8880381815,11/5/81,F,6/4/15 2:01,886,5+,11,with_family,,,college,1000,weekly,friend,yes,few_times_a_week,single,no
9442171425,1/21/83,M,6/4/15 2:27,439,4,5,pay_rent,3,0,masters,60000,monthly,friend,no,few_times_a_week,long-term,yes
2750363292,5/11/86,M,6/4/15 13:25,1212,5+,11,own_home,5+,11,college,25000,monthly,facebook,no,few_times_a_week,married,yes
3913744037,8/8/87,F,6/4/15 20:15,297,5+,0,pay_rent,,,college,600,daily,facebook,no,daily,married,no
5348003279,4/26/87,M,6/4/15 23:55,1026,5+,0,pay_rent,,,high_school,2000,daily,friend,no,daily,married,no
1288086652,12/19/86,M,6/5/15 0:44,339,5+,10,with_family,5+,8,high_school,40000,monthly,google_play_store,no,daily,married,yes
4476235367,2/19/85,M,6/5/15 4:44,271,1,0,pay_rent,1,0,college,10000,monthly,facebook,no,daily,married,yes
3298734294,12/24/84,F,6/5/15 8:03,1071,0,2,own_home,5+,0,high_school,30000,monthly,friend,no,few_times_a_month,married,yes
5695084415,5/8/83,M,6/6/15 2:23,618,5+,0,pay_rent,5+,0,high_school,15000,monthly,facebook,yes,daily,married,yes
4350866554,7/16/87,M,6/6/15 6:50,360,3,0,pay_rent,,,high_school,2500,daily,friend,no,daily,married,no
3419190754,10/8/75,M,6/6/15 6:59,733,5+,0,pay_rent,3,0,college,50000,monthly,friend,no,few_times_a_week,married,yes
4497326671,5/3/86,M,6/6/15 13:41,682,3,3,pay_rent,,,college,100000,monthly,facebook,no,few_times_a_week,married,no
9792719672,6/3/77,F,6/7/15 2:42,218,4,0,pay_rent,5+,0,college,48000,monthly,friend,no,daily,married,yes
1921206894,6/11/74,M,6/8/15 5:18,510,3,0,pay_rent,1,0,high_school,18000,monthly,facebook,yes,few_times_a_week,married,yes
6604669502,5/3/82,F,6/8/15 7:19,372,4,5,pay_rent,,,none,7000,monthly,google_play_store,yes,daily,alternative,no
2373167024,1/12/82,M,6/8/15 21:23,3487,1,3,pay_rent,0,3,college,29600,monthly,facebook,yes,daily,married,yes
3988203332,1/8/71,M,6/8/15 23:32,339,5+,0,own_home,,,college,26000,monthly,facebook,yes,daily,married,no
4847988237,7/24/72,M,6/9/15 1:31,178,3,0,own_home,5+,0,college,20000,monthly,friend,no,few_times_a_week,married,yes
5080754334,10/2/76,M,6/9/15 6:02,606,5+,0,with_family,5+,0,high_school,10000,monthly,google_play_store,no,daily,married,yes
5898120995,5/25/89,M,6/9/15 6:54,215,5+,0,pay_rent,5+,0,high_school,12000,monthly,friend,yes,few_times_a_week,married,yes
5773051173,8/12/86,F,6/9/15 7:13,533,2,6,pay_rent,2,3,college,30000,monthly,facebook,no,few_times_a_week,long-term,yes
2746795632,12/28/71,M,6/9/15 12:45,470,2,0,own_home,5+,0,college,20000,monthly,google_play_store,yes,daily,married,yes
2606114764,10/16/73,F,6/9/15 13:21,2445,5+,0,pay_rent,5+,0,college,30000,monthly,facebook,no,few_times_a_week,single,yes
7210723238,8/5/79,M,6/9/15 13:55,723,5+,0,own_home,5+,0,high_school,25000,monthly,facebook,yes,few_times_a_week,married,yes
1104389006,5/25/89,M,6/10/15 4:43,2858,4,6,pay_rent,4,5,high_school,15000,monthly,facebook,yes,few_times_a_week,married,yes
9845828614,9/22/89,F,6/10/15 11:16,1328,0,9,pay_rent,0,5,college,75000,monthly,friend,no,few_times_a_week,single,yes
3119988297,1/3/77,M,6/10/15 21:53,198,5+,0,pay_rent,5+,0,primary,18000,monthly,facebook,yes,few_times_a_month,married,yes
7483594912,10/6/83,M,6/11/15 4:45,32,5+,4,pay_rent,,,high_school,800,daily,friend,yes,few_times_a_week,married,no
2610695629,4/26/92,M,6/11/15 6:06,222,2,0,pay_rent,,,college,60000,monthly,facebook,no,daily,married,no
3601132624,6/13/87,F,6/11/15 6:19,258,4,0,pay_rent,,,college,20000,monthly,google_play_store,yes,daily,married,no
9478427902,7/21/86,M,6/11/15 6:25,4828,5+,0,own_home,5+,0,high_school,1000,daily,google_play_store,yes,daily,married,yes
1707284761,6/27/85,M,6/12/15 0:45,245,3,0,own_home,5+,0,college,23000,monthly,google_play_store,yes,few_times_a_week,married,yes
3457818790,11/8/92,M,6/12/15 9:27,826,5+,0,with_family,,,college,4000,weekly,friend,yes,daily,single,no
7038032168,8/15/82,M,6/13/15 3:00,4896,2,0,pay_rent,,,college,40000,monthly,google_play_store,yes,daily,married,no
6825768883,8/7/80,M,6/13/15 4:09,67,4,0,pay_rent,3,3,high_school,20000,monthly,google_play_store,no,few_times_a_week,married,yes
2246622383,9/15/83,M,6/13/15 5:36,100,5+,0,own_home,5+,0,college,12000,monthly,facebook,no,few_times_a_week,married,yes
1615532287,7/7/81,M,6/13/15 5:47,648,1,0,pay_rent,2,8,college,15000,monthly,google_play_store,yes,few_times_a_week,married,yes
6540024121,2/8/81,F,6/13/15 6:39,776,1,0,pay_rent,5+,0,college,72000,monthly,facebook,yes,few_times_a_week,single,yes
3006045400,1/16/76,M,6/13/15 10:40,224,3,0,pay_rent,5+,0,college,20000,monthly,facebook,yes,few_times_a_week,married,yes
6819782604,4/21/69,F,6/14/15 0:07,167,0,8,pay_rent,5+,0,college,12000,monthly,family,yes,daily,married,yes
9366636131,1/2/71,F,6/14/15 13:58,334,5+,0,own_home,,,college,20000,monthly,facebook,yes,few_times_a_week,alternative,no
5709904884,2/10/83,M,6/14/15 21:24,280,3,10,pay_rent,4,6,high_school,1200,daily,facebook,no,daily,married,yes
2636722159,9/28/79,M,6/15/15 1:39,373,5+,0,pay_rent,5+,0,college,5000,weekly,facebook,no,daily,single,yes
5733285355,3/10/76,M,6/15/15 5:30,75,0,6,with_family,2,0,college,15000,monthly,facebook,yes,few_times_a_week,single,yes
2300851247,12/19/85,F,6/15/15 14:00,280,5+,0,pay_rent,5+,0,college,30000,monthly,facebook,no,few_times_a_week,married,yes
8550857009,2/27/81,M,6/16/15 4:11,709,3,0,pay_rent,5+,0,college,124000,monthly,friend,no,daily,married,yes
5665931957,3/4/82,F,6/16/15 4:52,4999,1,0,pay_rent,4,0,college,10000,weekly,friend,no,daily,single,yes
3054378668,2/11/89,M,6/16/15 6:52,1231,5+,0,own_home,,,college,20000,monthly,google_play_store,yes,few_times_a_week,single,no
8710405577,8/8/89,F,6/16/15 11:40,954,0,5,pay_rent,2,0,college,30000,monthly,friend,no,few_times_a_week,long-term,yes
6674177866,11/17/87,M,6/16/15 16:50,427,2,0,own_home,5+,0,college,36000,monthly,facebook,yes,daily,married,yes
9500422035,12/18/80,M,6/16/15 23:15,1560,2,2,own_home,3,6,masters,150000,monthly,facebook,no,daily,married,yes
3096445519,7/15/83,M,6/17/15 1:14,1273,5+,0,pay_rent,2,0,high_school,5000,weekly,facebook,no,few_times_a_week,married,yes
4991604311,4/14/73,M,6/17/15 1:26,224,5+,0,pay_rent,,,high_school,800,daily,facebook,yes,daily,married,no
1557417067,9/19/82,F,6/17/15 1:52,316,4,0,pay_rent,,,high_school,50000,monthly,facebook,yes,daily,single,no
3388645937,4/27/93,F,6/17/15 6:33,463,3,0,student_housing,,,high_school,500,weekly,friend,yes,few_times_a_week,long-term,no
2451912502,2/5/89,M,6/17/15 7:17,1891,5+,6,pay_rent,3,6,college,500,daily,facebook,yes,daily,married,yes
4613150895,1/16/90,M,6/17/15 11:18,603,2,0,pay_rent,,,college,6000,weekly,google_play_store,yes,few_times_a_week,single,no
8239972608,2/16/87,M,6/18/15 1:08,843,2,0,pay_rent,4,0,college,65000,monthly,facebook,yes,daily,married,yes
2776111859,6/28/75,M,6/18/15 1:21,107,3,0,pay_rent,5+,0,masters,65000,monthly,friend,no,few_times_a_week,married,yes
9921434346,9/27/70,M,6/18/15 2:25,112,5+,0,own_home,,,high_school,3000,daily,google_play_store,no,daily,married,no
1802377828,8/27/89,M,6/18/15 10:18,255,4,0,pay_rent,4,0,high_school,30000,monthly,google_play_store,yes,few_times_a_week,married,yes
5212256963,4/19/91,M,6/18/15 16:21,635,2,4,own_home,,,college,30000,monthly,google_play_store,no,few_times_a_week,married,no
5051613304,4/7/91,M,6/19/15 3:14,924,4,3,pay_rent,3,6,college,16000,monthly,facebook,no,few_times_a_week,married,yes
1800018025,4/28/84,M,6/19/15 4:14,110,3,0,pay_rent,3,0,college,25000,monthly,friend,yes,few_times_a_week,married,yes
6127043037,4/12/74,M,6/19/15 7:25,688,5+,0,with_family,5+,0,college,40000,monthly,google_play_store,no,daily,married,yes
1581673854,7/28/58,M,6/19/15 10:32,160,5+,0,pay_rent,5+,0,college,7000,monthly,family,no,few_times_a_week,married,yes
9367555536,5/18/80,M,6/19/15 12:32,122,5+,0,own_home,0,1,college,10000,monthly,google_play_store,no,few_times_a_week,married,yes
6587788348,12/6/81,M,6/19/15 12:52,297,2,0,pay_rent,1,0,college,32000,monthly,facebook,yes,few_times_a_month,single,yes
7748166377,4/22/83,F,6/19/15 14:16,167,2,0,pay_rent,3,0,college,22000,monthly,facebook,no,daily,single,yes
2412688377,2/7/93,M,6/19/15 15:37,2052,1,1,pay_rent,4,6,college,20000,monthly,friend,yes,few_times_a_week,single,yes
1355461896,3/8/84,F,6/20/15 0:44,241,1,2,pay_rent,1,6,college,15000,monthly,friend,no,few_times_a_month,long-term,yes
2772992716,7/17/70,M,6/20/15 3:32,206,5+,0,with_family,1,2,primary,6000,monthly,google_play_store,yes,few_times_a_month,married,yes
5941788941,12/1/70,M,6/20/15 4:10,2965,5+,0,pay_rent,5+,0,college,50000,monthly,friend,no,daily,long-term,yes
7899551322,5/18/80,M,6/20/15 12:40,539,5+,0,pay_rent,,,high_school,35000,monthly,family,yes,daily,married,no
2174427212,8/22/84,M,6/20/15 15:14,2683,3,0,own_home,4,0,college,75000,monthly,facebook,no,few_times_a_week,married,yes
9254134796,1/22/71,M,6/20/15 22:24,4999,5+,0,pay_rent,5+,0,college,80000,monthly,facebook,no,daily,married,yes
8466486442,1/7/84,F,6/20/15 23:45,120,5+,0,pay_rent,,,high_school,1000,daily,friend,yes,daily,married,no
8379961584,4/12/84,F,6/21/15 6:46,107,5+,0,own_home,,,primary,30000,monthly,friend,yes,few_times_a_week,married,no
6053141354,9/25/82,M,6/21/15 6:48,1074,5+,0,pay_rent,5+,0,college,12000,monthly,facebook,no,few_times_a_month,married,yes
3596771176,8/27/90,M,6/21/15 8:19,229,2,0,pay_rent,4,0,college,32500,monthly,friend,no,few_times_a_week,married,yes
3759423303,3/16/85,M,6/21/15 10:29,234,5+,0,pay_rent,3,0,college,30000,monthly,google_play_store,no,few_times_a_month,married,yes
2172723080,12/28/87,M,6/21/15 12:07,423,3,10,other,3,9,college,2500,weekly,google_play_store,yes,few_times_a_week,long-term,yes
8361684012,8/5/88,F,6/21/15 21:19,205,3,7,pay_rent,,,college,0,daily,friend,yes,few_times_a_month,married,no
3785558347,1/18/83,M,6/21/15 23:02,454,2,4,pay_rent,1,1,college,21000,monthly,facebook,no,few_times_a_week,married,yes
9984848342,6/11/70,M,6/22/15 1:31,231,5+,0,pay_rent,,,college,1000,daily,facebook,no,few_times_a_week,married,no
3276893093,1/5/87,F,6/22/15 2:03,229,1,0,pay_rent,4,0,college,10000,monthly,facebook,yes,few_times_a_week,single,yes
8699204874,6/24/83,M,6/22/15 7:10,87,3,6,pay_rent,4,6,college,16000,monthly,friend,no,few_times_a_week,long-term,yes
2017422091,2/3/83,M,6/22/15 8:08,147,5+,4,pay_rent,4,10,college,65000,monthly,friend,no,daily,married,yes
9566466816,6/19/89,F,6/22/15 8:58,78,5+,11,pay_rent,3,5,college,5000,weekly,facebook,yes,few_times_a_month,single,yes
8419449580,8/24/87,M,6/22/15 23:52,724,5+,0,pay_rent,,,,,,google_play_store,yes,few_times_a_week,single,
3899747029,7/20/85,F,6/23/15 1:52,733,5+,0,pay_rent,,,college,1500,daily,friend,no,daily,married,no
1121771521,2/25/96,M,6/23/15 3:13,296,5+,0,pay_rent,,,high_school,3000,weekly,friend,no,daily,single,no
1660359942,10/22/82,M,6/23/15 3:47,577,2,0,pay_rent,4,0,high_school,1200,monthly,friend,no,few_times_a_week,married,yes
7064844459,1/11/87,M,6/23/15 4:00,177,1,3,pay_rent,,,college,15000,monthly,google_play_store,no,few_times_a_week,single,no
7961003085,12/29/88,M,6/23/15 8:15,4204,5+,0,pay_rent,5+,0,college,15000,monthly,facebook,yes,daily,married,yes
4712104880,12/23/86,F,6/23/15 21:25,691,3,0,pay_rent,,,high_school,300,daily,facebook,no,few_times_a_month,long-term,no
2736962869,12/8/80,,6/23/15 21:33,823,2,6,pay_rent,,,college,300,daily,friend,yes,few_times_a_week,married,no
3940996743,7/13/85,M,6/24/15 6:08,227,5+,0,pay_rent,4,0,primary,14000,monthly,facebook,yes,few_times_a_month,married,yes
2003490834,12/4/79,M,6/24/15 6:13,166,3,0,pay_rent,,,college,20000,monthly,facebook,no,few_times_a_week,married,no
2704294846,4/15/86,M,6/24/15 6:26,2541,2,0,pay_rent,0,10,high_school,14500,monthly,google_play_store,yes,few_times_a_week,married,yes
8735273100,12/14/87,F,6/25/15 1:40,170,5+,0,own_home,,,college,4000,monthly,facebook,no,daily,married,no
7079410217,4/19/70,M,6/25/15 3:58,222,5+,0,own_home,5+,0,college,50000,monthly,facebook,no,few_times_a_week,married,yes
9714859999,9/6/84,M,6/25/15 4:46,468,3,2,pay_rent,,,college,30000,monthly,friend,no,few_times_a_week,married,no
7469550321,1/27/86,F,6/25/15 6:03,1412,2,0,pay_rent,1,0,college,18000,monthly,facebook,no,few_times_a_week,married,yes
4421592908,9/29/89,M,6/25/15 6:17,2855,5+,6,pay_rent,2,6,college,22000,monthly,friend,no,daily,married,yes
2269998618,7/27/87,M,6/25/15 16:28,1976,5+,0,pay_rent,5+,0,college,35000,monthly,google_play_store,yes,few_times_a_week,single,yes
5560444736,1/15/84,F,6/26/15 2:22,234,5+,11,pay_rent,,,high_school,700,daily,friend,no,few_times_a_week,single,no
9386396081,6/16/70,F,6/26/15 6:51,283,5+,0,pay_rent,,,high_school,30000,monthly,friend,yes,few_times_a_week,married,no
2534163140,5/29/81,M,6/26/15 13:36,98,5+,0,pay_rent,,,primary,3000,weekly,facebook,yes,daily,married,no
3483024126,3/7/96,M,6/26/15 14:36,1798,0,8,student_housing,,,high_school,300,daily,google_play_store,no,few_times_a_week,single,no
5571509882,8/20/88,M,6/26/15 16:51,107,2,0,pay_rent,5+,0,high_school,3600,weekly,other:bible app,yes,few_times_a_week,single,yes
7989328264,1/14/87,M,6/27/15 0:47,2721,5+,0,pay_rent,,,high_school,1500,daily,google_play_store,yes,few_times_a_week,married,no
2647495124,12/13/81,M,6/27/15 1:08,2036,5+,0,own_home,,,masters,150000,monthly,friend,no,few_times_a_month,single,no
6240263090,12/18/71,M,6/27/15 4:38,32,5+,0,pay_rent,5+,0,high_school,30000,monthly,friend,yes,few_times_a_month,married,yes
3519636844,8/4/80,M,6/27/15 4:51,234,5+,0,pay_rent,5+,0,college,34000,monthly,google_play_store,no,daily,single,yes
6408292681,7/20/71,M,6/27/15 7:22,351,5+,0,pay_rent,,,college,33000,monthly,facebook,no,few_times_a_week,married,no
3752805269,5/24/76,F,6/27/15 8:01,4705,5+,0,pay_rent,5+,0,college,21000,monthly,facebook,yes,daily,married,yes
3061012163,5/14/83,M,6/27/15 11:23,1349,2,0,pay_rent,1,0,college,50000,monthly,facebook,no,daily,married,yes
8195370829,5/20/81,M,6/27/15 19:32,440,3,2,pay_rent,5+,0,high_school,10000,monthly,google_play_store,no,few_times_a_week,single,yes
7258291810,9/10/79,M,6/28/15 2:15,213,5+,0,with_family,,,high_school,50000,monthly,facebook,yes,daily,married,no
5174506041,1/25/80,M,6/28/15 9:31,478,4,3,pay_rent,0,7,college,113000,monthly,facebook,no,daily,married,yes
2182911230,10/19/81,M,6/28/15 11:16,192,5+,0,own_home,,,college,500,daily,friend,yes,daily,married,no
3381094541,12/24/72,M,6/28/15 14:58,861,5+,0,with_family,5+,0,college,29000,monthly,friend,no,few_times_a_week,married,yes
6766803957,8/19/78,F,6/28/15 15:42,424,5+,0,other,5+,0,college,40000,monthly,friend,yes,few_times_a_week,single,yes
7020135676,12/3/82,M,6/29/15 3:40,185,4,0,pay_rent,5+,0,high_school,15000,monthly,google_play_store,yes,few_times_a_week,married,yes
4906074010,11/15/87,F,6/29/15 6:11,1128,3,3,pay_rent,5+,0,college,50000,monthly,friend,no,daily,married,yes
8053556486,4/16/88,M,6/29/15 11:29,404,3,0,pay_rent,,,college,0,daily,google_play_store,yes,few_times_a_week,single,no
6348357419,3/2/62,M,6/30/15 1:09,293,5+,11,own_home,5+,11,college,73000,monthly,google_play_store,yes,few_times_a_month,married,yes
3082010991,10/24/94,M,6/30/15 6:03,4981,4,3,own_home,3,6,college,15000,weekly,facebook,yes,daily,long-term,yes
3902245778,12/9/86,M,6/30/15 7:43,275,3,0,pay_rent,,,college,50000,monthly,friend,yes,daily,married,no
7272279612,7/9/87,M,6/30/15 12:34,558,0,5,pay_rent,3,5,college,75000,monthly,friend,no,daily,single,yes
2894538443,1/12/72,M,7/1/15 0:02,226,5+,0,own_home,5+,0,college,51000,monthly,friend,yes,daily,married,yes
3380009999,11/3/91,M,7/1/15 1:48,1118,0,6,pay_rent,2,6,college,30000,monthly,friend,yes,daily,long-term,yes
7743920692,5/3/89,M,7/2/15 5:28,257,2,0,pay_rent,1,0,high_school,500,daily,facebook,no,few_times_a_week,single,yes
6374813065,4/28/85,M,7/2/15 6:39,2051,5+,0,with_family,,,high_school,25000,monthly,facebook,yes,daily,single,no
9045211188,1/6/86,F,7/2/15 7:02,213,5+,0,pay_rent,5+,0,college,20000,monthly,friend,yes,few_times_a_week,married,yes
8194919845,5/23/73,M,7/2/15 14:20,501,5+,0,own_home,,,college,50000,monthly,facebook,yes,daily,married,no
5418329969,4/21/78,M,7/3/15 1:10,57,3,0,pay_rent,5+,0,primary,39000,weekly,facebook,yes,few_times_a_week,married,yes
9851390076,9/15/77,M,7/4/15 3:31,1515,2,4,pay_rent,2,0,high_school,25000,monthly,friend,yes,few_times_a_week,long-term,yes
9255169851,5/25/90,M,7/4/15 7:04,364,5+,0,pay_rent,0,5,college,20000,monthly,facebook,no,few_times_a_week,married,yes
8600102728,12/9/83,F,7/4/15 7:47,77,4,3,other,5+,7,college,24000,monthly,family,no,few_times_a_month,married,yes
4110112364,1/24/86,F,7/4/15 7:48,1454,5+,0,own_home,5+,0,college,80000,monthly,friend,no,few_times_a_week,single,yes
8603630266,5/9/76,M,7/4/15 11:15,291,2,0,own_home,5+,0,college,30000,monthly,friend,no,daily,married,yes
7381703622,12/23/87,F,7/4/15 11:20,281,5+,0,own_home,,,college,1500,weekly,friend,no,few_times_a_week,single,no
1838953053,9/23/78,M,7/4/15 21:29,516,5+,0,pay_rent,,,college,5000,weekly,friend,no,daily,married,no
5134405695,5/17/90,M,7/5/15 0:51,686,5+,0,own_home,4,0,high_school,45000,monthly,facebook,no,few_times_a_week,single,yes
3418297468,12/10/83,M,7/5/15 7:55,1581,4,0,pay_rent,5+,0,high_school,20000,monthly,friend,yes,daily,married,yes
8210865312,9/9/77,M,7/5/15 14:25,561,5+,0,own_home,5+,0,college,50000,monthly,facebook,yes,daily,married,yes
1676546225,7/2/79,F,7/6/15 9:39,224,3,0,pay_rent,5+,0,college,500,daily,friend,yes,daily,single,yes
1932568661,5/4/81,M,7/7/15 1:04,1161,3,2,pay_rent,3,6,college,100000,monthly,facebook,no,few_times_a_week,long-term,yes
3537152988,8/9/78,M,7/7/15 7:04,1384,5+,8,pay_rent,5+,11,college,102500,monthly,facebook,no,daily,single,yes
2158215982,3/9/64,F,7/7/15 11:07,116,5+,0,own_home,,,high_school,20000,monthly,friend,yes,daily,married,no
3010231585,3/9/86,F,7/8/15 0:11,328,3,2,pay_rent,2,9,college,30000,monthly,friend,no,few_times_a_week,single,yes
7581223009,12/6/74,M,7/8/15 1:04,52,0,7,pay_rent,5+,0,college,70000,monthly,google_play_store,no,few_times_a_week,married,yes
3337427873,1/22/90,F,7/8/15 22:56,54,5+,11,own_home,,,high_school,15000,monthly,friend,no,few_times_a_week,married,no
8451978998,12/20/82,F,7/9/15 1:20,667,4,0,pay_rent,4,0,college,25000,monthly,facebook,no,few_times_a_week,married,yes
3937976240,3/21/81,F,7/9/15 1:44,1395,5+,0,pay_rent,4,6,college,15000,monthly,facebook,no,few_times_a_week,married,yes
5530713621,5/10/86,F,7/9/15 1:49,636,3,0,pay_rent,,,college,2000,weekly,friend,no,few_times_a_week,married,no
7833101639,1/27/79,M,7/9/15 7:19,3185,4,0,with_family,5+,0,college,82000,monthly,friend,no,daily,single,yes
5217601507,7/5/83,M,7/9/15 8:28,1802,3,4,pay_rent,5+,0,college,35000,monthly,facebook,no,few_times_a_week,single,yes
4733088866,11/25/65,F,7/9/15 21:47,384,5+,0,own_home,5+,11,college,23000,monthly,friend,no,daily,married,yes
9900698075,3/19/85,M,7/9/15 22:38,782,0,2,own_home,0,6,high_school,25000,monthly,facebook,yes,few_times_a_week,married,yes
3540597152,9/19/89,F,7/10/15 0:16,56,5+,0,pay_rent,2,0,high_school,43000,monthly,facebook,yes,few_times_a_week,married,yes
4650748452,9/15/79,M,7/10/15 0:34,400,5+,0,own_home,,,high_school,500,weekly,facebook,yes,daily,married,no
2151915927,3/1/90,M,7/10/15 4:46,79,3,0,pay_rent,,,high_school,500,daily,friend,no,few_times_a_week,single,no
1661126978,1/16/89,M,7/10/15 6:10,207,5+,0,with_family,1,2,college,20000,monthly,friend,yes,daily,single,yes
6430736429,12/10/86,M,7/10/15 7:29,247,3,0,pay_rent,5+,0,college,25000,monthly,facebook,no,few_times_a_week,married,yes
5626937841,3/22/86,M,7/10/15 10:40,103,4,0,pay_rent,,,high_school,8000,monthly,google_play_store,yes,few_times_a_month,married,no
7526661511,7/14/61,M,7/10/15 19:57,213,5+,8,pay_rent,5+,8,college,80000,monthly,google_play_store,yes,few_times_a_week,married,yes
5339810676,10/9/76,M,7/10/15 20:59,169,1,6,pay_rent,,,high_school,800,daily,google_play_store,no,daily,married,no
8251050249,5/17/89,M,7/11/15 0:38,302,4,0,pay_rent,,,college,6000,weekly,facebook,no,few_times_a_week,single,no
9448842124,1/11/80,M,7/11/15 1:48,785,5+,0,pay_rent,,,high_school,15000,monthly,facebook,no,few_times_a_month,married,no
2916310278,6/7/73,F,7/11/15 6:53,79,5+,0,pay_rent,,,college,800,daily,google_play_store,yes,daily,married,no
3751323480,8/14/65,M,7/11/15 7:02,250,5+,0,own_home,5+,0,high_school,20000,monthly,facebook,no,few_times_a_month,married,yes
5004213430,12/12/82,M,7/11/15 9:51,163,3,7,pay_rent,5+,0,high_school,500,daily,facebook,no,few_times_a_week,married,yes
2535886983,11/5/80,M,7/11/15 12:52,135,5+,0,pay_rent,3,0,college,62000,monthly,friend,no,daily,married,yes
6825205022,7/7/87,M,7/11/15 21:03,999,5+,4,own_home,3,0,college,15000,monthly,google_play_store,no,few_times_a_week,single,yes
4447877474,2/6/88,M,7/11/15 21:47,99,1,2,pay_rent,,,college,400,daily,friend,no,few_times_a_month,single,no
9468184407,10/10/80,M,7/11/15 22:32,194,5+,3,with_family,,,college,32000,monthly,facebook,no,daily,married,no
5979082957,8/12/90,M,7/12/15 1:03,222,2,0,pay_rent,2,0,college,25000,monthly,facebook,yes,few_times_a_month,married,yes
4078124092,11/7/87,M,7/12/15 20:32,211,2,5,own_home,,,high_school,20000,monthly,facebook,no,few_times_a_week,married,no
1733220813,12/17/84,M,7/12/15 20:40,346,1,0,pay_rent,,,high_school,3000,weekly,google_play_store,no,daily,married,no
4664935120,3/6/91,M,7/13/15 2:33,332,2,0,pay_rent,1,2,college,5000,monthly,friend,no,daily,single,yes
4212164517,11/26/80,M,7/13/15 3:07,3881,2,0,pay_rent,0,6,college,25000,monthly,google_play_store,no,daily,married,yes
1415981696,12/16/79,F,7/13/15 4:37,20,2,5,pay_rent,3,0,high_school,20000,monthly,friend,no,few_times_a_week,long-term,yes
1649825327,9/1/73,M,7/13/15 5:51,66,5+,0,pay_rent,5+,0,college,20000,monthly,friend,no,few_times_a_week,married,yes
4572113844,6/27/76,M,7/13/15 9:30,456,5+,0,with_family,5+,0,high_school,18000,monthly,facebook,no,daily,married,yes
4724843699,2/27/84,M,7/13/15 12:08,1086,3,6,pay_rent,4,2,college,50000,monthly,family,no,daily,married,yes
6540127756,1/24/70,M,7/13/15 12:26,247,4,0,pay_rent,5+,0,college,70200,monthly,google_play_store,yes,few_times_a_week,married,yes
1464733109,9/16/74,M,7/13/15 20:53,200,3,0,pay_rent,5+,0,high_school,35000,monthly,facebook,yes,few_times_a_week,married,yes
2571797067,12/17/87,F,7/13/15 23:14,824,2,0,with_family,0,5,college,350,daily,facebook,no,few_times_a_week,long-term,yes
8145138919,3/24/88,M,7/14/15 0:28,1263,4,0,pay_rent,3,0,college,48500,monthly,google_play_store,no,daily,married,yes
1066585922,7/26/84,M,7/14/15 1:47,432,5+,0,pay_rent,2,0,college,30000,monthly,facebook,no,few_times_a_month,married,yes
7268198319,11/24/87,M,7/14/15 2:48,307,5+,11,pay_rent,5+,8,high_school,5000,monthly,google_play_store,no,few_times_a_week,single,yes
8201813416,1/19/72,M,7/14/15 3:04,230,5+,0,own_home,,,primary,25000,monthly,facebook,no,daily,married,no
